sample,standard_deviation,growth_rate_max,local_threshold,harvest_max,harvest_z,density,niche_breadth,niche_cuts,dispersal_proportion,dispersal_max_distance,human_density_sample,weight
6976,0.091874272,6.716,86,0.01,1.733,1091.088232,90,61,0.176875038,489.3874857,0.741316088,0.045306545
6997,0.106667654,1.755,30,0.107,1.945,770.497704,90,14,0.132158689,223.8959206,0.667311154,0.097747914
7039,0.120033847,2.942,1,0.287,1.431,3929.108767,90,36,0.194093572,265.3700295,0.70604707,0.297158349
7047,0.00454814,3.145,47,0.119,1.92,1500.922771,90,55,0.08369117,232.8914367,0.464830989,0.085820735
7094,0.062481834,2.948,50,0.173,1.862,1759.196627,90,2,0.186545354,268.2328229,0.188545903,0.071449695
7115,0.020195887,2.629,38,0.286,1.012,790.7876313,90,13,0.15779932,228.7621013,0.003133542,0.06820112
7140,0.123389595,2.853,22,0.162,1.525,1028.625728,90,12,0.229970002,444.8007914,0.197746516,0.166542861
7148,0.04301695,3.008,65,0.069,1.356,922.9440812,90,5,0.101036034,151.9891652,0.237415828,0.048044075
7149,0.018411364,3.234,1,0.033,1.699,1352.400712,90,41,0.232100344,478.6198539,0.514900993,0.550609012
7229,0.091265874,5.138,26,0.329,1.76,781.7968145,90,47,0.069842606,249.4979446,0.24714981,0.01988777
7298,0.032620475,6.322,16,0.04,1.298,1258.221512,90,44,0.180439888,124.7727425,0.117207814,0.159106582
7413,0.046507786,5.288,37,0.29,1.934,739.7798666,90,90,0.164015305,494.0483499,0.010134009,0.050046071
7469,0.008560375,1.592,13,0.35,1.009,3668.400713,90,97,0.175609604,459.182826,0.888125875,0.086346712
7497,0.033299708,5.431,2,0.166,1.745,2860.588264,90,83,0.189495416,166.7398557,0.565837723,0.253648172
7542,0.123749791,4.392,35,0.154,1.253,1112.908624,90,48,0.094644703,274.8616787,0.014800987,0.107995837
7551,0.096941347,2.21,2,0.084,1.091,3841.048157,90,46,0.205525337,177.7218753,0.527235149,0.042407392
7600,0.088229092,3.501,63,0.137,1.486,978.2218711,90,19,0.125517783,244.3357383,0.002933529,0.101328535
7641,0.077264987,3.107,16,0.049,1.825,1442.606853,90,15,0.153584744,218.0325701,0.51590106,0.153615163
7651,0.068188279,4.342,26,0.037,1.685,1557.660411,90,16,0.222552634,380.2398253,0.501566771,0.091765406
7653,0.048400165,5.162,9,0.056,1.182,3527.083477,90,65,0.220305186,478.7352147,0.9759984,0.315715252
7674,0.078395272,1.743,19,0.101,1.902,1852.359138,90,52,0.210129341,159.2679136,0.970931395,0.227067856
7690,0.065607444,5.812,8,0.216,1.212,3101.851755,90,53,0.237534322,225.2955572,0.930795386,0.067050377
7711,0.057891087,5.875,116,0.05,1.499,1146.401435,90,26,0.116771068,354.4990068,0.464230949,0.087703129
7988,0.096417804,6.304,177,0.104,1.786,2278.344267,90,47,0.050050141,467.0258099,0.424961664,0.007977482
8024,0.060455101,5.736,25,0.188,1.661,2050.654512,90,59,0.132512772,219.6156326,0.739982666,0.035256267
8045,0.093905405,4.331,78,0.057,1.037,1409.652404,90,47,0.148156641,283.0031217,0.19914661,0.00317883
8053,0.11498602,4.407,78,0.076,1.599,1548.376083,90,43,0.072112774,108.3187062,0.054470298,0.018387088
8060,0.029606179,5.09,195,0.038,1.072,1781.423664,90,47,0.196106275,367.3276936,0.095606374,0.022101211
8081,0.058940949,5.43,183,0.099,1.851,1937.130843,90,46,0.090437441,131.4514217,0.712980865,0.025282691
8092,0.047645235,5.842,111,0.031,1.455,1239.000199,90,5,0.107584852,320.7505376,0.304353624,0.057556603
8167,0.111991129,2.657,50,0.291,1.969,1951.038289,90,37,0.204985587,270.7949088,0.168811254,0.03084403
8238,0.029779557,1.664,54,0.009,1.31,1532.937177,90,79,0.216437623,331.1080174,0.31795453,0.015265514
8247,0.168392307,6.787,3,0.313,1.061,1809.951628,90,11,0.203029215,317.6504794,0.997133142,0.105903766
8253,0.13867369,1.326,8,0.29,1.309,2823.076288,90,61,0.181945775,394.036724,0.499299953,0.073302466
8319,0.141634249,6.305,28,0.149,1.591,1054.705789,90,60,0.080717477,145.097496,0.546903127,0.037314782
8375,0.059598125,4.399,47,0.038,1.629,709.320573,90,47,0.148039757,250.1421423,0.323021535,0.103393047
8386,0.166157016,3.849,37,0.013,1.546,783.2788857,90,97,0.059036404,341.3698267,0.360090673,0.037482112
8489,0.152731711,3.612,101,0.067,1.835,1622.839316,90,6,0.059739963,125.9084686,0.940062671,0.015151199
8525,0.134610392,2.671,24,0.138,1.305,8612.217067,90,100,0.242088826,214.0986225,0.737915861,0.019189193
8606,0.007587409,2.924,2,0.122,1.937,4079.533039,90,92,0.220845388,272.2607844,0.936529102,0.148951432
8622,0.013715018,5.404,11,0.104,1.695,2069.688731,90,88,0.125023852,362.1343292,0.967664511,0.231510112
8657,0.051163516,3.813,7,0.325,1.581,1371.252245,90,88,0.190742891,192.9686095,0.350690046,0.843122243
8707,0.022672559,4.285,31,0.031,1.457,1162.241719,90,79,0.178074141,208.4299178,0.343422895,0.05906098
8724,0.062791808,3.261,18,0.192,1.418,2894.79341,90,88,0.18478608,467.9767557,0.159410627,0.169983756
8843,0.023746983,6.471,42,0.104,1.706,1390.626889,90,22,0.060352805,324.0064652,0.956597106,0.12532554
8925,0.170773629,3.835,2,0.087,1.649,1007.12624,90,40,0.050941288,473.1971171,0.226281752,0.786414937
8941,0.121994229,4.251,85,0.188,1.345,795.7825002,90,14,0.121169303,367.6393805,0.002866858,0.017763673
8970,0.043355088,1.693,1,0.206,1.763,1779.614844,90,89,0.149360123,218.0246457,0.660177345,1
8979,0.068586597,1.813,2,0.105,1.401,3507.219968,90,58,0.245335558,169.4033245,0.548836589,0.412938734
9036,0.174614539,5.212,10,0.219,1.363,2668.968458,90,25,0.0939839,175.8802336,0.81345423,0.107132045
9115,0.120209268,3.572,100,0.09,1.989,1509.229992,90,12,0.245837063,338.5776411,0.325355024,0.037021846
9125,0.158766099,1.903,12,0.245,1.952,3912.759972,90,83,0.146083338,412.4664236,0.787185812,0.224822597
9132,0.017287743,4.405,27,0.347,1.098,4108.998043,90,90,0.197239416,337.2033581,0.110074005,0.012073764
9227,0.155962455,2.754,51,0.057,1.248,1318.97554,90,40,0.155225986,272.102623,0.496833122,0.02007292
9296,0.027603036,2.539,38,0.3,1.769,1755.827437,90,12,0.10942665,292.1768688,0.505367024,0.019456112
9585,0.077049848,1.966,4,0.036,1.312,2556.798865,90,90,0.145850635,427.7897809,0.564837656,0.447489487
9606,0.068485123,1.846,6,0.227,1.1,1890.025085,90,48,0.150885922,370.3029505,0.684512301,0.083692925
9714,0.096611728,2.279,1,0.326,1.581,5967.171876,90,86,0.249157133,499.7980456,0.559237282,0.201892169
9735,0.152245414,2.144,24,0.288,1.306,3410.159194,90,77,0.201957967,334.4043397,0.168277885,0.024461398
9885,0.077378032,6.776,26,0.128,1.659,1973.885971,90,71,0.200033611,397.093487,0.569371291,0.015698776
9933,0.152289609,1.976,15,0.193,1.777,3436.761672,90,30,0.094067881,184.2293922,0.872991533,0.030516097
10075,0.107893498,1.47,2,0.083,1.407,5662.902911,90,98,0.120490522,427.826489,0.941462764,0.468863902
10090,0.02542199,5.924,158,0,1.744,1632.964436,90,45,0.186772898,284.1866966,0.141009401,0.092106948
10122,0.035825842,5.371,114,0.075,1.184,1649.134437,90,5,0.179599169,244.2090424,0.063737583,0.022875532
10126,0.145848231,1.623,72,0.052,1.828,2305.760737,90,56,0.13094701,253.2690417,0.868591239,0.04221666
10191,0.125076542,6.426,16,0.074,1.361,1815.165273,90,81,0.168847223,317.2322718,0.542969531,0.096528849
10265,0.119024291,6.112,96,0.057,1.84,1942.729241,90,41,0.160917027,201.1442205,0.411027402,0.030834323
10280,0.117526757,1.404,25,0.011,1.626,732.1878264,90,92,0.173924208,347.9064767,0.5105007,0.090829246
10310,0.169897212,1.438,1,0.075,1.439,3917.554649,90,58,0.227717628,445.6969692,0.731648777,0.446943635
10345,0.071986623,4.737,50,0.011,1.55,657.1925899,90,69,0.245057852,162.0964343,0.049736649,0.104058988
10347,0.156400194,3.592,20,0.114,1.956,1788.13017,90,96,0.226895432,265.6389306,0.075405027,0.037768578
10441,0.023629359,1.754,1,0.036,1.079,2195.839853,90,16,0.096583082,435.131929,0.49789986,0.251085135
10516,0.015291513,4.95,51,0.161,1.992,833.6868774,90,48,0.160458848,342.860673,0.146476432,0.127874809
10566,0.134533741,5.527,62,0.037,1.35,1244.93475,90,61,0.123245508,409.721621,0.890392693,0.075048807
10632,0.007428982,6.781,7,0.162,1.005,4237.075103,90,72,0.086408774,262.339244,0.181878792,0.002096154
10639,0.162414431,1.634,23,0.119,1.587,2155.59708,90,31,0.185430764,474.4300409,0.496033069,0.049499617
10665,0.077845212,5.462,86,0.062,1.57,1334.273241,90,52,0.203075991,490.9142682,0.838322555,0.040450836
10793,0.008606102,3.811,7,0.326,1.471,3318.374459,90,10,0.236700045,204.0281889,0.636775785,0.168524928
10842,0.07090705,6.825,170,0.022,1.501,2125.784563,90,7,0.196366617,447.9199165,0.845989733,0.039597486
10866,0.124978787,1.739,3,0.052,1.33,1666.543432,90,10,0.229236,270.7101883,0.596373092,0.691470694
10867,0.035265719,5.441,1,0.322,1.883,2131.64423,90,67,0.07756961,381.6523318,0.93219548,0.770685439
10952,0.02933444,6.494,11,0.296,1.05,3867.719158,90,77,0.116554248,210.6195356,0.238415894,0.042700252
10957,0.022632038,5.864,167,0.229,1.463,1630.692115,90,42,0.195148953,109.9075099,0.026201747,0.040071438
11003,0.049876154,2.464,50,0.077,1.482,1400.706298,90,20,0.068884871,188.8258502,0.499966664,0.099776016
11126,0.129260505,4.469,47,0.012,1.778,1383.10481,90,9,0.106760291,356.7045476,0.868324555,0.090262348
11169,0.002499919,3.985,46,0.055,1.952,1975.248341,90,29,0.147024682,345.35215,0.999066604,0.024616205
11171,0.029133603,2.049,16,0.284,1.906,782.1934039,90,17,0.115822855,431.9298474,0.503033536,0.228358345
11201,0.15733111,4.158,3,0.098,1.183,3665.094626,90,59,0.064473028,231.384244,0.987799187,0.056820486
11214,0.008099518,5.069,71,0.171,1.961,1418.229122,90,31,0.228539775,100.1840385,0.046269751,0.05927441
11240,0.079733986,5.354,43,0.046,1.79,1023.31663,90,32,0.141075072,301.3396674,0.56630442,0.124445356
11248,0.0206592,3.778,90,0.028,1.307,1095.451515,90,51,0.114873362,382.0063817,0.312887526,0.065330619
11271,0.112765121,3.701,5,0.256,1.14,7114.440716,90,95,0.22611824,305.0963524,0.960930729,0.099182025
11330,0.151083986,2.54,15,0.205,1.364,2553.213466,90,61,0.242238663,253.585982,0.316021068,0.297329099
11404,0.076364879,5.001,57,0.333,1.687,1281.289687,90,60,0.136376943,434.9946501,0.140009334,0.015831454
11432,0.09829065,4.233,13,0.054,1.991,2088.984168,90,69,0.198710069,172.4874615,0.68384559,0.234528894
11447,0.000742031,3.474,42,0.077,1.322,1294.283181,90,57,0.082321594,304.0255975,0.640909394,0.028602308
11495,0.014047108,5.511,2,0.296,1.654,1910.36601,90,32,0.236099806,217.1292787,0.204746983,0.388720635
11521,0.037749807,2.376,31,0.197,1.8,2079.961536,90,21,0.155654701,419.0810139,0.184878992,0.031016206
11632,0.070724489,4.925,14,0.219,1.916,1270.562697,90,53,0.221962105,492.7088253,0.126808454,0.290308653
11892,0.115338487,2.044,24,0.01,1.51,1202.795555,90,39,0.130931205,417.7835215,0.936462431,0.168329535
11972,0.02499053,5.264,24,0.032,1.356,1767.262279,90,30,0.092862465,108.7680966,0.824921661,0.024409749
12059,0.108838635,2.95,33,0.017,1.735,983.8119908,90,37,0.075471368,189.1030641,0.035469031,0.119110226
12111,0.061601982,6.351,8,0.177,1.925,1607.832128,90,75,0.198528093,101.5902234,0.548169878,0.464477664
12112,0.020472199,6.661,91,0.107,1.922,1305.766709,90,33,0.149683967,354.9065068,0.415827722,0.083946535
12145,0.126344907,5.08,15,0.137,1.099,3865.459421,90,98,0.192334164,397.8856362,0.716781119,0.128656809
12177,0.1654755,3.027,24,0.217,1.233,3391.696989,90,66,0.198808225,199.7332635,0.053603574,0.046413718
12216,0.054609016,2.488,63,0.232,1.746,1396.627547,90,32,0.131674209,284.7918541,0.032535502,0.074919454
12234,0.036555981,5.422,38,0.114,1.549,1792.946407,90,21,0.064223464,343.3579672,0.246749783,0.040083779
12285,0.005536317,3.262,2,0.069,1.798,2016.456067,90,34,0.220708183,388.9301374,0.128608574,0.132141508
12294,0.020791793,4.657,8,0.077,1.751,1739.758072,90,55,0.162896805,261.1521136,0.094672978,0.280854414
12339,0.028471913,3.131,1,0.179,1.55,846.4726488,90,33,0.130402902,191.5171193,0.227615174,0.975721032
12377,0.131782614,3.458,39,0.332,1.524,1740.858695,90,16,0.133245757,474.0714175,0.152476832,0.013669894
12378,0.134159105,2.155,7,0.15,1.28,8376.049977,90,100,0.126590661,475.5764744,0.811187412,0.053052074
12478,0.095248636,3.75,3,0.106,1.084,3641.719313,90,14,0.178259885,235.2857249,0.972198147,0.005857278
12484,0.063583757,5.099,124,0.037,1.891,978.9262008,90,38,0.116503416,240.2860294,0.335022335,0.031009418
12496,0.160070666,3.053,1,0.268,1.319,5897.784782,90,64,0.103051494,290.029819,0.619707981,0.11377479
12502,0.114255966,1.437,6,0.238,1.596,1866.3606,90,53,0.192289098,242.5180512,0.96939796,0.08670068
12566,0.029435388,3.458,4,0.313,1.233,1791.226552,90,79,0.127287933,257.4663223,0.939662644,0.100713096
12639,0.035926004,5.267,2,0.192,1.262,5365.618603,90,77,0.218017924,484.8427283,0.653710247,0.224790465
12671,0.167213345,3.205,25,0.027,1.024,1672.491081,90,45,0.232388061,498.6734479,0.660910727,0.073578722
12789,0.147122424,2.693,10,0.071,1.627,2746.591773,90,65,0.126265518,451.4981862,0.699313288,0.196020741
12836,0.156653986,3.749,20,0.227,1.8,2581.20872,90,38,0.21565429,441.0497845,0.905393693,0.137791467
12874,0.021701439,1.409,3,0.344,1.674,2118.223775,90,44,0.116164792,427.501016,0.90279352,0.124817659
12916,0.0120139,4.355,29,0.299,1.792,4730.24618,90,77,0.220335877,295.4564956,0.863324222,0.040916547
12962,0.141778813,1.656,14,0.098,1.406,6989.895263,90,100,0.128021255,355.5974339,0.889192613,0.088826863
13025,0.051498131,2.55,63,0.092,1.863,1840.759031,90,58,0.090504812,100.2905972,0.637175812,0.068334202
13084,0.031802068,3.125,2,0.248,1.666,3333.965347,90,68,0.213174581,118.7090517,0.622108141,0.334279552
13093,0.036077418,1.528,7,0.193,1.997,2434.777362,90,22,0.194547372,445.4104691,0.904460297,0.440127923
13095,0.013700846,6.126,53,0.068,1.846,1053.557149,90,66,0.076420018,135.6823245,0.534368958,0.073731784
13143,0.009250112,2.37,19,0.136,1.616,1276.748853,90,49,0.086947688,412.0776768,0.6035069,0.244795817
13147,0.087571163,3.131,55,0.025,1.631,728.8333423,90,64,0.165146298,393.4188678,0.373158211,0.050672908
13163,0.020510021,3.157,0,0.005,1.694,2181.332706,90,25,0.164756522,449.599495,0.337622508,0.020436235
13203,0.152635967,1.626,11,0.059,1.569,1588.228187,90,67,0.137964172,110.7972626,0.295953064,0.192412075
13214,0.127294481,4.293,20,0.16,1.558,926.7257796,90,96,0.097765956,373.1161198,0.326021735,0.028949994
13269,0.126118293,6.709,9,0.343,1.436,2106.487422,90,36,0.231412305,112.0298739,0.976865124,0.052861502
13310,0.035815791,2.021,28,0.228,1.253,6289.07613,90,101,0.226939789,361.4410638,0.140209347,0.049262056
13349,0.051073652,2.408,25,0.041,1.202,4411.779312,90,62,0.242374775,433.879641,0.844389626,0.067530575
13376,0.151190116,6.065,111,0.009,1.785,1436.790422,90,18,0.182981156,166.3088298,0.450963398,0.043424423
13377,0.05117841,6.345,13,0.254,1.336,3881.718777,90,94,0.175904907,358.1290945,0.643242883,0.328604897
13393,0.134824632,2.366,3,0.219,1.32,2105.25078,90,74,0.171054326,473.2441709,0.644509634,0.176190479
13395,0.133664803,1.96,9,0.324,1.792,1507.041947,90,48,0.19022834,241.7160368,0.288352557,0.764391582
13467,0.010896881,1.728,5,0.107,1.372,4076.271744,90,28,0.15061538,169.2997834,0.349356624,0.031855251
13575,0.019533469,3.563,56,0.156,1.549,2112.028222,90,5,0.056298035,328.2903844,0.740716048,0.020638728
13579,0.102320368,4.354,10,0.302,1.826,1909.074835,90,40,0.203800328,152.3044893,0.634775652,0.512290575
13587,0.014423626,4.57,1,0.077,1.901,1925.010304,90,92,0.072106489,211.3878594,0.269817988,0.35365722
13723,0.009846779,6.801,77,0.302,1.415,1397.750463,90,39,0.141567333,123.5139569,0.049336622,0.027242466
13750,0.074798103,6.709,163,0.058,1.775,2198.280534,90,19,0.051297466,230.0416132,0.465364358,0.018954156
13757,0.108170742,1.685,1,0.135,1.239,4574.653064,90,68,0.156278823,411.923628,0.503366891,0.153297931
13772,0.010646765,6.056,6,0.209,1.726,2195.467787,90,12,0.227862593,233.2260287,0.681512101,0.318776645
13818,0.012553604,6.605,32,0.114,1.495,1966.723623,90,93,0.13077781,169.4134197,0.691246083,0.009059537
13944,0.023855096,1.397,35,0.044,1.834,1325.556505,90,86,0.249842762,389.7459856,0.006533769,0.033956723
13963,0.122921101,6.003,12,0.089,1.876,1592.794717,90,46,0.110447159,181.0928777,0.136609107,0.066951408
13973,0.069129841,3.48,30,0.065,1.352,1575.636324,90,75,0.093101354,206.1652034,0.117807854,0.01453942
14004,0.120597138,1.758,1,0.29,1.458,8284.073992,90,86,0.056142015,274.7402639,0.582838856,0.051537954
14021,0.087922598,6.483,31,0.266,1.52,1558.1978,90,60,0.230609492,253.8408775,0.201613441,0.028653911
14024,0.095067465,2.271,57,0.069,1.886,940.062259,90,83,0.181810018,454.4141785,0.369624642,0.038041981
14137,0.05934194,3.731,19,0.115,1.763,2033.674488,90,71,0.186121052,279.778784,0.51290086,0.194665511
14139,0.065453824,1.414,30,0.204,1.709,1953.645322,90,5,0.070574458,457.4411548,0.052670178,0.128605038
14147,0.143000135,1.701,59,0.191,1.397,1313.893295,90,42,0.194798346,331.7822158,0.011067404,0.022883869
14203,0.127169334,1.765,30,0.104,1.669,3853.202417,90,100,0.220446979,215.3731925,0.988532569,0.109432624
14227,0.112679093,2.933,9,0.278,1.136,2913.908073,90,49,0.201854615,251.8302937,0.886725782,0.061710197
14317,0.043511463,5.611,3,0.345,1.565,6007.787469,90,71,0.183743034,361.7633136,0.557570505,0.005313909
14319,0.109587799,5.16,43,0.141,1.844,2100.950151,90,12,0.14325947,257.166319,0.580172011,0.006123715
14349,0.106677411,2.74,34,0.061,1.403,639.4515956,90,10,0.16518331,247.001247,0.015334356,0.13790728
14441,0.171615349,5.133,56,0.005,1.017,1614.951395,90,33,0.188788068,294.7907734,0.357157144,0.008409875
14606,0.11653056,1.747,1,0.211,1.256,3062.635298,90,83,0.223921999,202.2756358,0.639842656,0.161919938
14648,0.051139455,2.963,83,0.028,1.482,1248.743427,90,45,0.066349485,293.1183287,0.412894193,0.066012926
14658,0.034451602,5.016,58,0.053,1.104,942.9106845,90,43,0.075865801,369.2757753,0.319887993,0.043130808
14717,0.042635506,3.084,13,0.046,1.837,1340.337516,90,56,0.182513377,270.899832,0.586839123,0.360890431
14725,0.151302457,4.065,29,0.187,1.164,1758.249073,90,61,0.190521391,307.2323066,0.02940196,0.027605515
14729,0.031521132,6.763,10,0.237,1.238,3035.976282,90,41,0.18608972,362.1848494,0.655243683,0.08363251
14839,0.156660175,2.43,10,0.276,1.273,1894.924451,90,70,0.227134823,263.2385307,0.796786452,0.099944734
14852,0.047991946,3.33,40,0.04,1.554,1402.215072,90,83,0.115007331,196.8208297,0.074271618,0.005446723
14902,0.092166771,5.404,15,0.284,1.561,2338.20675,90,59,0.183230165,420.3906948,0.632908861,0.249009283
14954,0.132479907,3.002,30,0.053,1.159,1688.246889,90,14,0.176264741,382.827122,0.144876325,0.053789092
14957,0.156365986,4.038,28,0.018,1.905,928.3178725,90,20,0.113418699,449.262877,0.121208081,0.138590941
14975,0.130358033,2.317,35,0.186,1.849,655.2256797,90,34,0.144987354,447.8126119,0.074871658,0.155185832
